,sent_id,corresToken,orig_label,predicted_tag
42,3,11,VB,^VB^VB^VB
43,3,12,CC,^CC
44,3,13,yyQUOT,^yyQUOT
45,3,14,BN,^BN^BN^BN
46,3,15,NN,^NN^NN
47,3,16,JJ,^JJ^JJ
48,3,17,PREPOSITION^NNP,^PREPOSITION^NNP
49,3,18,IN,^IN
50,3,19,NN,^NN^NN
51,3,20,POS,^POS
52,3,21,NN,^NN^NN^NN
53,3,22,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
54,3,23,yyCM,^yyCM
55,3,24,RB,^RB
56,3,25,IN,^IN
57,3,26,RB,^RB
58,3,27,VB,^VB^VB^VB
59,3,28,IN^S_PRN,^IN^S_PRN
60,3,29,NNT,^NNT^NNT
61,3,30,NN,^NN^NN^NN
62,3,31,yyDOT,^yyDOT
63,4,1,PREPOSITION^NN,^PREPOSITION^NN
64,4,2,CD,^CD
65,4,3,BN,^BN^BN
66,4,4,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
67,4,5,VB,^VB^VB^VB
68,4,6,AT,^AT
69,4,7,NNT,^NNT^NNT
70,4,8,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN^DEF^NN
71,4,9,yyCM,^yyCM
72,4,10,CONJ^PREPOSITION^NN,^CONJ^PREPOSITION^NN^CONJ^PREPOSITION^NN^CONJ^PREPOSITION^NN
73,4,11,CD,^CD
74,4,12,BN,^BN^BN
75,4,13,NNT,^NNT
76,4,14,DEF^NN,^DEF^NN
77,4,15,CONJ^DEF^NN,^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN
78,4,16,VB,^VB^VB^VB^VB
79,4,17,NN,^NN^NN
80,4,18,JJ,^JJ^JJ
81,4,19,PREPOSITION^RB,^PREPOSITION^DTT^PREPOSITION^RB
82,4,20,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
83,4,21,PRP,^PRP
84,4,22,yyQUOT,^yyQUOT
85,4,23,yyDOT,^yyDOT
86,5,1,NNP,^NNP^NNP
87,5,2,VB,^VB^VB^VB
88,5,3,CC,^CC
89,5,4,VB,^VB^VB
90,5,5,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
91,5,6,DEF^NN,^DEF^NN^DEF^NN
92,5,7,CONJ^DEF^NN,^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN
93,5,8,CONJ^DEF^NN,^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN
94,5,9,CONJ^PREPOSITION^NNT,^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT
95,5,10,NNT,^NNT
96,5,11,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
97,5,12,yyCM,^yyCM
98,5,13,PREPOSITION^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
99,5,14,VB,^VB^VB
100,5,15,AT,^AT
101,5,16,NN,^NN^NN^NN^NN^NN
102,5,17,POS,^POS
103,5,18,CD,^CD
104,5,19,NN,^NN^NN
105,5,20,JJ,^JJ^JJ
106,5,21,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
107,5,22,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
108,5,23,RB,^RB^RB^RB
109,5,24,yyDOT,^yyDOT
110,6,1,PRP,^PRP
111,6,2,VB,^VB^VB^VB
112,6,3,CC,^CC
113,6,4,DEF^NN,^DEF^NN
114,6,5,VB,^VB^VB^VB
115,6,6,NNT,^NNT^NNT^NNT
116,6,7,NN,^NN
117,6,8,PREPOSITION^NNT,^PREPOSITION^NNT
118,6,9,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
119,6,10,DEF^JJ,^DEF^JJ^DEF^JJ
120,6,11,yyCM,^yyCM
121,6,12,REL^VB,^REL^VB^REL^VB^REL^VB^REL^VB
122,6,13,NN,^NN^NN
123,6,14,IN,^IN
124,6,15,NNT,^NNT^NNT
125,6,16,NN,^NN^NN
126,6,17,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
127,6,18,IN,^IN
128,6,19,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
129,6,20,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN^DEF^NN
130,6,21,CONJ^NNT,^CONJ^NNT^CONJ^NNT
131,6,22,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
132,6,23,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
133,6,24,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
134,6,25,PREPOSITION^NNT,^IN
135,6,26,DEF^NN,^DEF^NN
136,6,27,yyDOT,^yyDOT
137,7,1,IN,^IN
138,7,2,PRP,^RB
139,7,3,yyCM,^yyCM
140,7,4,VB,^VB^VB
141,7,5,NNT,^NNT^NNT^NNT
142,7,6,DEF^NN,^DEF^NN
143,7,7,NNT,^NNT^NNT^NNT
144,7,8,NN,^NN^NN^NN
145,7,9,CONJ^NNT,^CONJ^NNT^CONJ^NNT^CONJ^NNT^CONJ^NNT
146,7,10,NN,^NN^NN^NN
147,7,11,JJ,^JJ^JJ
148,7,12,PREPOSITION^QW,^PREPOSITION^QW^PREPOSITION^QW
149,7,13,REL^VB,^REL^VB^REL^VB^REL^VB^REL^VB
150,7,14,NN,^NN^NN
151,7,15,JJ,^JJ^JJ
152,7,16,IN,^IN^IN
153,7,17,NN,^NN^NN^NN
154,7,18,yyDOT,^yyDOT
155,8,1,NNP,^NN^NN^NN
156,8,2,NNP,^NNP^NNP
157,8,3,yyCM,^yyCM
158,8,4,REL^BN,^REL^BN^REL^BN^REL^BN
159,8,5,IN,^IN
160,8,6,NNT,^NNT^NNT
161,8,7,NNT,^NNT^NNT
162,8,8,NN,^NN
163,8,9,PREPOSITION^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
164,8,10,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
165,8,11,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN^DEF^NN
166,8,12,yyCM,^yyCM
167,8,13,VB,^VB^VB
168,8,14,CC,^CC
169,8,15,NNT,^NNT
170,8,16,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
171,8,17,VB,^VB^VB^VB
172,8,18,NN,^NN^NN
173,8,19,REL^VB,^REL^RB^REL^RB^REL^RB
174,8,20,IN^S_PRN,^IN^S_PRN
175,8,21,VB,^VB^VB
176,8,22,NN,^NN^NN
177,8,23,JJ,^JJ^JJ
178,8,24,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
179,8,25,yyDOT,^yyDOT
180,9,1,PRP,^PRP
181,9,2,VB,^VB^VB
182,9,3,CC,^CC
183,9,4,NNT,^NNT
184,9,5,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN^DEF^NN
185,9,6,VB,^VB^VB
186,9,7,VB,^VB^VB
187,9,8,NN,^NN^NN
188,9,9,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
189,9,10,NNP,^NNP^NNP
190,9,11,yyCM,^yyCM
191,9,12,CC,^CC
192,9,13,NNT,^NNT
193,9,14,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
194,9,15,VB,^VB^VB^VB
195,9,16,yyDOT,^yyDOT
196,10,1,NNP,^NNP
197,10,2,NNP,^NNP
198,10,3,yyCM,^yyCM
199,10,4,NN,^NNT^NNT^NNT^NNT^NNT
200,10,5,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
201,10,6,DEF^JJ,^DEF^JJ
202,10,7,yyCM,^yyCM
203,10,8,VB,^VB
204,10,9,CC,^CC
205,10,10,BNT,^JJT^JJT
206,10,11,NNT,^NNT
207,10,12,NNT,^NNT
208,10,13,DEF^NN,^DEF^NN
209,10,14,CONJ^DEF^NN,^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN
210,10,15,yyCM,^yyCM
211,10,16,NNP,^NNP
212,10,17,NNP,^NNP^NNP
213,10,18,yyCM,^yyCM
214,10,19,VB,^VB
215,10,20,NN,^NN^NN
216,10,21,P,^P
217,10,22,yyDASH,^yyDASH
218,10,23,JJ,^JJ^JJ
219,10,24,yyCM,^yyCM
220,10,25,REL^VB,^REL^VB^REL^VB^REL^VB^REL^VB
221,10,26,VB,^VB^VB^VB
222,10,27,PREPOSITION^NN,^PREPOSITION^NN
223,10,28,JJ,^JJ^JJ^JJ
224,10,29,AT,^AT
225,10,30,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
226,10,31,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
227,10,32,yyDOT,^yyDOT
228,11,1,NN,^NN^NN^NN
229,11,2,NNP,^NNP^NNP
230,11,3,NNP,^NNP^NNP
231,11,4,yyLRB,^yyLRB
232,11,5,NNP,^NNP^NNP
233,11,6,yyRRB,^yyRRB
234,11,7,VB,^VB^VB
235,11,8,NNT,^NNT^NNT^NNT
236,11,9,NN,^NN
237,11,10,REL^IN^S_PRN,^REL^IN^S_PRN^REL^IN^S_PRN
238,11,11,VB,^VB^VB
239,11,12,NN,^DEF^NN^DEF^NN^DEF^NN
240,11,13,IN,^IN
241,11,14,NNT,^NNT^NNT^NNT^NNT
242,11,15,NN,^NN^NN
243,11,16,JJ,^JJ^JJ
244,11,17,yyCM,^yyCM
245,11,18,IN,^IN
246,11,19,VB,^VB
247,11,20,NN,^NN^NN^NN^NN
248,11,21,IN,^IN
249,11,22,NN,^NN^NN
250,11,23,JJ,^JJ^JJ
251,11,24,yyDOT,^yyDOT
252,12,1,NN,^CDT
253,12,2,REL^BN,^DEF^BN^REL^BN^REL^BN^REL^BN
254,12,3,NN,^BN^BN
255,12,4,JJ,^JJ^JJ
256,12,5,BN,^BN^BN
257,12,6,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
258,12,7,yyCM,^yyCM
259,12,8,CC,^CC^CC
260,12,9,CONJ^PRP,^CONJ^PRP
261,12,10,BN,^BN^BN^BN
262,12,11,NN,^NN^NN
263,12,12,JJ,^JJ^JJ
264,12,13,RB,^RB
265,12,14,yyDOT,^yyDOT
266,13,1,NN,^NN^NN^NN
267,13,2,NNP,^NNP^NNP
268,13,3,NNP,^NNP
269,13,4,yyLRB,^yyLRB
270,13,5,NNP,^NNP^NNP
271,13,6,yyRRB,^yyRRB
272,13,7,VB,^VB
273,13,8,CC,^CC
274,13,9,IN,^IN
275,13,10,DEF^NN,^DEF^NN
276,13,11,VB,^VB^VB
277,13,12,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
278,13,13,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
279,13,14,VB,^VB^VB^VB
280,13,15,AT,^AT
281,13,16,NNT,^NNT^NNT^NNT^NNT
282,13,17,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
283,13,18,DEF^JJ,^DEF^JJ^DEF^JJ
284,13,19,RB,^RB^RB^RB
285,13,20,yyCM,^yyCM
286,13,21,IN,^IN
287,13,22,NNT,^NNT
288,13,23,NNT,^NNT^NNT^NNT
289,13,24,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
290,13,25,REL^MD,^DEF^JJ^DEF^BN^DEF^BN
291,13,26,VB,^VB
292,13,27,PREPOSITION^DTT,^PREPOSITION^DTT
293,13,28,NN,^NN
294,13,29,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
295,13,30,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN^DEF^NN
296,13,31,yyDOT,^yyDOT
297,14,1,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
298,14,2,yyCM,^yyCM
299,14,3,MD,^MD
300,14,4,VB,^VB^VB
301,14,5,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
302,14,6,DEF^NN,^DEF^NN
303,14,7,CONJ^DEF^NN,^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN^CONJ^DEF^NN
304,14,8,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
305,14,9,VB,^VB^VB
306,14,10,IN,^IN
307,14,11,NN,^NN^NN
308,14,12,AT,^AT
309,14,13,NNT,^NNT^NNT^NNT
310,14,14,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
311,14,15,DEF^JJ,^DEF^JJ^DEF^JJ
312,14,16,REL^BN,^REL^BN^REL^BN^REL^BN^REL^BN
313,14,17,RB,^RB
314,14,18,IN,^IN
315,14,19,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
316,14,20,yyQUOT,^yyQUOT
317,14,21,NN,^NN^NN^NN
318,14,22,yyQUOT,^yyQUOT
319,14,23,yyDOT,^yyDOT
320,15,1,NN,^NN^NN^NN
321,15,2,NNP,^NNP^NNP^NNP
322,15,3,NNP,^NNP^NNP
323,15,4,yyLRB,^yyLRB
324,15,5,NNP,^NNP^NNP^NNP
325,15,6,yyRRB,^yyRRB
326,15,7,VB,^VB
327,15,8,CC,^CC
328,15,9,NNT,^NNT^NNT
329,15,10,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
330,15,11,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
331,15,12,COP,^COP
332,15,13,yyQUOT,^yyQUOT
333,15,14,NNT,^NN^NN
334,15,15,NN,^NN^NN^NN
335,15,16,IN,^IN
336,15,17,NN,^NN^NN^NN^NN
337,15,18,DEF^JJ,^DEF^JJ
338,15,19,yyDOT,^yyDOT
339,16,1,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
340,16,2,BN,^BN^BN^BN
341,16,3,RB,^RB
342,16,4,RB,^RB
343,16,5,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
344,16,6,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
345,16,7,CC,^CC
346,16,8,RB,^RB
347,16,9,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
348,16,10,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
349,16,11,yyDOT,^yyDOT
350,17,1,DEF^NN,^DEF^NN^DEF^NN
351,17,2,DEF^JJ,^DEF^JJ
352,17,3,BN,^BN^BN^BN^BN
353,17,4,IN^S_PRN,^IN^S_PRN^IN^S_PRN
354,17,5,NN,^NN^NN^NN
355,17,6,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
356,17,7,NN,^NN^NN^NN
357,17,8,yyCM,^yyCM
358,17,9,REL^BN,^REL^BN^REL^BN^REL^BN^REL^BN
359,17,10,NN,^NN^NN
360,17,11,JJ,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
361,17,12,yyQUOT,^yyQUOT
362,17,13,yyDOT,^yyDOT
363,18,1,PRP,^PRP
364,18,2,VB,^VB^VB
365,18,3,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
366,18,4,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
367,18,5,CONJ^PREPOSITION^NNT,^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT
368,18,6,NN,^NN^NN^NN
369,18,7,JJ,^JJ^JJ^JJ^JJ^JJ^JJ
370,18,8,PREPOSITION^DEF^NN,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
371,18,9,yyCM,^yyCM
372,18,10,REL^VB,^REL^VB^REL^VB^REL^VB
373,18,11,AT,^AT
374,18,12,NNT,^NNT^NNT
375,18,13,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN^DEF^NN
376,18,14,yyDOT,^yyDOT
377,19,1,NNT,^NNT^NNT
378,19,2,NNT,^NNT
379,19,3,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN^DEF^NN
380,19,4,VB,^VB^VB
381,19,5,RB,^RB^RB^RB
382,19,6,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
383,19,7,yyCM,^yyCM
384,19,8,CC,^CC
385,19,9,DEF^NN,^DEF^NN^DEF^NN
386,19,10,BN,^BN^BN^BN
387,19,11,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
388,19,12,NN,^NN^NN
389,19,13,POS,^POS
390,19,14,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
391,19,15,DEF^JJ,^DEF^JJ^DEF^JJ
392,19,16,CONJ^PREPOSITION^NNT,^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT
393,19,17,NN,^NN^NN
394,19,18,JJ,^JJ
395,19,19,PREPOSITION^NN,^IN^S_PRN^IN^S_PRN^IN^S_PRN^IN^S_PRN
396,19,20,yyDOT,^yyDOT
397,20,1,yyQUOT,^RB
398,20,2,IN,^IN
399,20,3,NN,^NN
400,20,4,JJ,^JJ^JJ^JJ
401,20,5,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
402,20,6,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
403,20,7,yyCM,^yyCM
404,20,8,VB,^VB^VB^VB^VB
405,20,9,DTT,^DTT
406,20,10,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
407,20,11,DEF^JJ,^DEF^JJ^DEF^JJ
408,20,12,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
409,20,13,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
410,20,14,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD
411,20,15,NN,^NN
412,20,16,yyDOT,^yyDOT
413,21,1,IN,^IN
414,21,2,NNT,^NNT
415,21,3,DEF^NN,^DEF^NN
416,21,4,RB,^RB
417,21,5,VB,^VB^VB^VB
418,21,6,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN
419,21,7,DTT,^DTT
420,21,8,NN,^NN^NN
421,21,9,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
422,21,10,JJ,^JJ^JJ
423,21,11,yyQUOT,^yyQUOT
424,21,12,yyDOT,^yyDOT
425,22,1,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
426,22,2,VB,^VB^VB
427,22,3,CC,^CC
428,22,4,DEF^NN,^DEF^NN^DEF^NN
429,22,5,BN,^BN^BN
430,22,6,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
431,22,7,VB,^VB^VB^VB^VB
432,22,8,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
433,22,9,JJ,^JJ^JJ
434,22,10,yyCM,^yyCM
435,22,11,IN,^IN
436,22,12,PREPOSITION^NN,^PREPOSITION^DEF^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^DEF^NNP
437,22,13,yyDOT,^yyDOT
438,23,1,yyQUOT,^yyQUOT
439,23,2,DEF^NN,^DEF^NN^DEF^NN
440,23,3,RB,^RB
441,23,4,VB,^VB^VB
442,23,5,AT,^AT
443,23,6,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
444,23,7,PREPOSITION^NNT,^PREPOSITION^NNT
445,23,8,NNT,^NNT^NNT^NNT^NNT
446,23,9,NN,^NNP^NNP^NNP^NNP
447,23,10,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
448,23,11,yyCM,^yyCM
449,23,12,CC,^CC
450,23,13,RB,^RB^RB^RB
451,23,14,yyCM,^yyCM
452,23,15,PRP,^PRP
453,23,16,VB,^VB^VB^VB
454,23,17,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
455,23,18,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
456,23,19,REL^DTT,^REL^DTT
457,23,20,NN,^NN
458,23,21,JJ,^JJ
459,23,22,REL^VB,^REL^VB^REL^VB^REL^VB
460,23,23,VB,^VB
461,23,24,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
462,23,25,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
463,23,26,yyCM,^yyCM
464,23,27,VB,^VB^VB^VB
465,23,28,PREPOSITION^DEF^NN,^PREPOSITION^NN^PREPOSITION^NN
466,23,29,RB,^RB^RB^RB
467,23,30,yyQUOT,^yyQUOT
468,23,31,yyDOT,^yyDOT
469,24,1,NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
470,24,2,POS,^POS
471,24,3,NNP,^NNP^NNP
472,24,4,NNP,^NNP^NNP^NNP
473,24,5,yyCM,^yyCM
474,24,6,yyQUOT,^yyQUOT
475,24,7,DEF^NN,^DEF^NN
476,24,8,IN,^IN
477,24,9,NNP,^NNP
478,24,10,NNP,^NNP^NNP^NNP
479,24,11,COP,^COP
480,24,12,CC,^CC
481,24,13,RB,^RB
482,24,14,COP,^COP
483,24,15,yyQUOT,^yyQUOT
484,24,16,yyLRB,^yyLRB
485,24,17,yyQUOT,^yyQUOT
486,24,18,DEF^NN,^DEF^NN
487,24,19,yyQUOT,^yyQUOT
488,24,20,CD,^CD
489,24,21,yyRRB,^yyRRB
490,24,22,yyCM,^yyCM
491,24,23,VB,^VB
492,24,24,PREPOSITION^NN,^PREPOSITION^DEF^NN
493,24,25,RB,^RB
494,24,26,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
495,24,27,PRP,^PRP
496,24,28,yyDOT,^yyDOT
497,25,1,IN,^CC
498,25,2,REL^VB,^REL^VB^REL^VB^REL^VB
499,25,3,RB,^PREPOSITION^RB
500,25,4,CD,^CD
501,25,5,NN,^NN
502,25,6,yyCM,^yyCM
503,25,7,CONJ^IN,^CONJ^IN^CONJ^IN^CONJ^IN^CONJ^IN
504,25,8,REL^NNT,^REL^NNT^REL^NNT^REL^NNT^REL^NNT
505,25,9,NN,^NN
506,25,10,PRP,^PRP
507,25,11,RB,^RB^RB
508,25,12,BN,^BN^BN^BN^BN
509,25,13,IN,^IN
510,25,14,DTT,^DTT
511,25,15,NN,^NN
512,25,16,JJ,^JJ
513,25,17,yyCM,^yyCM
514,25,18,PRP,^PRP
515,25,19,BN,^BN^BN^BN
516,25,20,NN,^NN^NN
517,25,21,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
518,25,22,POS,^POS
519,25,23,DEF^NN,^DEF^NN^DEF^NN
520,25,24,yyCM,^yyCM
521,25,25,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
522,25,26,CONJ^NNT,^CONJ^NNT^CONJ^NNT^CONJ^NNT^CONJ^NNT
523,25,27,DEF^NN,^DEF^NN
524,25,28,DEF^PRP,^DEF^PRP
525,25,29,yyCM,^yyCM
526,25,30,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD
527,25,31,REL^COP,^REL^COP
528,25,32,RB,^RB
529,25,33,yyCM,^yyCM
530,25,34,VB,^VB^VB^VB
531,25,35,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
532,25,36,yyDOT,^yyDOT
533,26,1,NNT,^NNT^NNT^NNT
534,26,2,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
535,26,3,REL^BN,^REL^BN^REL^BN^REL^BN
536,26,4,PREPOSITION^DEF^NN,^IN
537,26,5,PRP,^PRP
538,26,6,yyCM,^yyCM
539,26,7,CONJ^REL^RB,^CONJ^NN^CONJ^NN^CONJ^NN
540,26,8,IN^S_PRN,^IN^S_PRN^IN^S_PRN
541,26,9,VB,^VB^VB^VB
542,26,10,yyCM,^yyCM
543,26,11,BN,^BN^BN^BN^BN
544,26,12,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
545,26,13,NN,^NN^NN^NN
546,26,14,CONJ^PREPOSITION^NNT,^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT^CONJ^PREPOSITION^NNT
547,26,15,NN,^NN^NN
548,26,16,yyCM,^yyCM
549,26,17,CONJ^BN,^CONJ^BN^CONJ^BN^CONJ^BN
550,26,18,IN,^IN
551,26,19,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
552,26,20,CC,^CC
553,26,21,PRP,^PRP
554,26,22,JJT,^BN^BN^BN
555,26,23,NN,^NN^NN
